registry,name,gender,birth_date,email,class_group_id,father_name,father_phone,mother_name,mother_phone
202500142,Igor Freitas Campos,M,15/09/2015,igor.campos202500142@escola.edu.br,4A_EF1,Cauã Farias Barbosa,(47) 91356-7487,Sofia Xavier Silva,(47) 94570-2196
202500143,Ricardo Monteiro Rodrigues,M,16/02/2015,ricardo.rodrigues202500143@escola.edu.br,4A_EF1,Lucas Vieira Marques,(31) 93218-7887,Daniela Moreira Mendes,(65) 97184-7154
202500144,Kaique Teixeira Lima,M,06/02/2016,kaique.lima202500144@escola.edu.br,4A_EF1,Guilherme Nunes Santana,(31) 94648-1056,Laís Santos Barbosa,(81) 99920-7948
202500145,Raquel Lopes Freitas,F,09/03/2016,raquel.freitas202500145@escola.edu.br,4A_EF1,André Azevedo Melo,(21) 91527-7868,Bárbara Brito Santos,(41) 94376-2102
202500146,Lucas Mendes Pinto,M,24/04/2015,lucas.pinto202500146@escola.edu.br,4A_EF1,Lucas Nunes Mendes,(41) 99843-4559,Laís Brito Souza,(31) 99255-5739
202500147,Murilo Campos Rocha,M,10/04/2016,murilo.rocha202500147@escola.edu.br,4A_EF1,Rodrigo Cavalcante Santana,(41) 97775-5923,Vanessa Souza Castro,(92) 93869-7999
202500148,Fernanda Nascimento Borges,F,11/09/2016,fernanda.borges202500148@escola.edu.br,4B_EF1,Enzo Marques Marques,(31) 95913-7167,Paula Melo Teixeira,(81) 94948-4692
202500149,Davi Gomes Farias,M,18/01/2016,davi.farias202500149@escola.edu.br,4B_EF1,Igor Marques Castro,(85) 93196-7363,Sabrina Sousa Carvalho,(61) 92295-8369
202500150,Larissa Teixeira Azevedo,F,09/01/2015,larissa.azevedo202500150@escola.edu.br,4B_EF1,Marcelo Cunha Pinto,(92) 91647-2192,Priscila Farias Melo,(92) 94555-8854
202500151,Henrique Barbosa Silva,M,24/04/2015,henrique.silva202500151@escola.edu.br,4B_EF1,Bruno Duarte Melo,(81) 94974-4350,Elisa Lopes Castro,(61) 95637-7236
202500152,Ruan Nascimento Barbosa,M,17/06/2016,ruan.barbosa202500152@escola.edu.br,4B_EF1,Fábio Freitas Alves,(48) 98692-6246,Rafaela Andrade Rocha,(71) 91749-4625
202500153,Beatriz Sousa Castro,F,05/05/2016,beatriz.castro202500153@escola.edu.br,4B_EF1,André Dias Almeida,(71) 95026-9180,Tatiana Borges Cunha,(61) 95216-9005
202500154,Valentina Duarte Ramos,F,24/03/2016,valentina.ramos202500154@escola.edu.br,4B_EF1,Ricardo Costa Lima,(47) 99954-9000,Paula Teixeira Borges,(11) 99584-1554
202500155,Juliana Xavier Cavalcante,F,14/01/2015,juliana.cavalcante202500155@escola.edu.br,4B_EF1,Gustavo Correia Almeida,(21) 93474-1149,Rafaela Gonçalves Freitas,(61) 91990-8916
202500156,Beatriz Silva Teixeira,F,01/01/2016,beatriz.teixeira202500156@escola.edu.br,4B_EF1,Tiago Azevedo Fernandes,(85) 95697-1280,Patrícia Xavier Monteiro,(62) 98054-3937
202500157,Rafael Santana Gomes,M,20/04/2015,rafael.gomes202500157@escola.edu.br,4B_EF1,Tiago Sousa Xavier,(61) 95379-7502,Larissa Andrade Nunes,(81) 94984-4700
202500158,Felipe Borges Borges,M,13/02/2015,felipe.borges202500158@escola.edu.br,4B_EF1,Marcelo Moreira Castro,(81) 91919-1154,Giovanna Costa Ferreira,(81) 98109-6427
202500159,Letícia Santana Oliveira,F,28/04/2015,leticia.oliveira202500159@escola.edu.br,4B_EF1,Enzo Campos Cardoso,(51) 91762-2218,Alice Fernandes Teixeira,(92) 91539-3938
202500160,Amanda Santos Carvalho,F,27/12/2015,amanda.carvalho202500160@escola.edu.br,4B_EF1,Caio Rodrigues Barbosa,(31) 94939-7375,Alice Teixeira Dias,(71) 93292-2284
202500161,Carolina Souza Alves,F,27/04/2016,carolina.alves202500161@escola.edu.br,4B_EF1,Matheus Dias Pinto,(48) 97499-6347,Beatriz Correia Fernandes,(48) 98381-9038
202500162,Luiz Moreira Machado,M,19/11/2015,luiz.machado202500162@escola.edu.br,4B_EF1,Kaique Moreira Ferreira,(48) 95839-5037,Eduarda Rodrigues Ferreira,(51) 93526-7225
202500163,Helena Gomes Duarte,F,12/06/2016,helena.duarte202500163@escola.edu.br,4B_EF1,Rafael Ferreira Silva,(51) 98286-6896,Laís Fernandes Alves,(31) 92430-4070
202500164,Luiz Castro Gonçalves,M,01/02/2016,luiz.goncalves202500164@escola.edu.br,4B_EF1,Felipe Nascimento Castro,(21) 96315-7311,Ana Vieira Marques,(71) 92387-4977
202500165,Natália Cunha Moreira,F,09/03/2015,natalia.moreira202500165@escola.edu.br,4B_EF1,Diego Fernandes Ramos,(31) 92036-3739,Isabela Fernandes Marques,(51) 98933-2260
202500166,Paulo Azevedo Correia,M,20/10/2016,paulo.correia202500166@escola.edu.br,4B_EF1,André Freitas Alves,(31) 95991-1110,Elisa Dias Moura,(71) 96399-8212
202500167,Ruan Pinto Lima,M,20/06/2016,ruan.lima202500167@escola.edu.br,4B_EF1,Enzo Martins Cardoso,(61) 93910-7524,Amanda Vieira Duarte,(47) 99044-4971
202500168,Leonardo Xavier Rezende,M,04/06/2016,leonardo.rezende202500168@escola.edu.br,4B_EF1,Antônio Martins Araújo,(85) 93947-1440,Rebeca Freitas Guimarães,(41) 98183-5773
202500169,Juliana Xavier Rezende,F,16/11/2015,juliana.rezende202500169@escola.edu.br,5A_EF1,Gustavo Correia Barbosa,(41) 95139-3525,Eduarda Machado Rezende,(71) 92211-8357
202500170,Luana Araújo Nunes,F,02/09/2015,luana.nunes202500170@escola.edu.br,5A_EF1,Alexandre Monteiro Farias,(85) 92392-2791,Nathalia Lopes Cavalcante,(62) 96816-3725
202500171,Camila Campos Borges,F,26/06/2015,camila.borges202500171@escola.edu.br,5A_EF1,Vitor Alves Silva,(21) 95239-4637,Patrícia Duarte Santana,(85) 94621-8303
202500172,Renato Brito Cunha,M,01/06/2014,renato.cunha202500172@escola.edu.br,5A_EF1,Sérgio Alves Vieira,(71) 92406-2901,Rebeca Gomes Nascimento,(51) 96620-8460
202500173,Renata Cardoso Nascimento,F,15/02/2015,renata.nascimento202500173@escola.edu.br,5A_EF1,Murilo Monteiro Mendes,(61) 92100-5919,Camila Farias Guimarães,(21) 91370-6620
202500174,Alice Farias Costa,F,06/09/2014,alice.costa202500174@escola.edu.br,5A_EF1,Luiz Costa Dias,(85) 97985-8570,Raquel Farias Nunes,(62) 94022-4053
202500175,Isabela Nunes Santos,F,19/08/2014,isabela.santos202500175@escola.edu.br,5A_EF1,Vitor Moreira Silva,(47) 94519-4371,Vanessa Melo Guimarães,(48) 92025-2667
202500176,Sandra Ribeiro Andrade,F,15/04/2015,sandra.andrade202500176@escola.edu.br,5A_EF1,Bruno Sousa Cavalcante,(65) 99019-9646,Helena Rocha Pinto,(71) 97431-2871
202500177,Renato Moura Ribeiro,M,19/10/2015,renato.ribeiro202500177@escola.edu.br,5A_EF1,Felipe Cunha Lima,(61) 92931-4908,Yasmin Pereira Ribeiro,(61) 93316-9369
202500178,Francisco Lima Campos,M,06/07/2015,francisco.campos202500178@escola.edu.br,5A_EF1,Fábio Correia Teixeira,(47) 93838-3733,Maria Vieira Lima,(31) 96154-8389
202500179,Carolina Silva Ramos,F,27/04/2014,carolina.ramos202500179@escola.edu.br,5A_EF1,Marcelo Castro Gonçalves,(62) 99109-7703,Alice Ramos Marques,(47) 98272-9006
202500180,Antônio Santos Rezende,M,02/05/2014,antonio.rezende202500180@escola.edu.br,5A_EF1,Leonardo Almeida Teixeira,(51) 93755-8492,Thaís Duarte Brito,(48) 99115-9369
202500181,Bruno Fernandes Brito,M,27/09/2015,bruno.brito202500181@escola.edu.br,5A_EF1,Yago Oliveira Melo,(47) 98231-9951,Rafaela Machado Alves,(47) 95055-5877
202500182,Camila Mendes Sousa,F,15/02/2015,camila.sousa202500182@escola.edu.br,5A_EF1,Bruno Brito Farias,(41) 94438-6744,Eduarda Moura Correia,(71) 93719-3281
202500183,Rafaela Farias Souza,F,09/09/2015,rafaela.souza202500183@escola.edu.br,5A_EF1,Francisco Teixeira Costa,(61) 95794-5740,Thaís Fernandes Gonçalves,(62) 92560-3221
202500184,Gabriela Souza Fernandes,F,28/12/2014,gabriela.fernandes202500184@escola.edu.br,5A_EF1,Gustavo Lopes Gomes,(47) 96277-5055,Laís Cunha Nunes,(81) 93329-5402
202500185,Débora Mendes Rodrigues,F,17/07/2014,debora.rodrigues202500185@escola.edu.br,5A_EF1,Nicolás Fernandes Monteiro,(61) 98449-8996,Amanda Araújo Silva,(65) 92526-8511
202500186,Giovanna Nascimento Rodrigues,F,14/04/2015,giovanna.rodrigues202500186@escola.edu.br,5A_EF1,Carlos Ramos Fernandes,(61) 95646-6533,Tatiana Campos Lima,(92) 98951-6631
202500187,Laís Souza Oliveira,F,26/11/2014,lais.oliveira202500187@escola.edu.br,5A_EF1,Renato Santos Pereira,(65) 93588-8230,Laura Silva Machado,(41) 93161-5945
202500188,Leonardo Ferreira Borges,M,03/05/2015,leonardo.borges202500188@escola.edu.br,5A_EF1,Alexandre Cavalcante Borges,(31) 91848-7493,Helena Barbosa Azevedo,(47) 94836-8032
202500189,Eduarda Alves Silva,F,03/08/2014,eduarda.silva202500189@escola.edu.br,5A_EF1,Gustavo Araújo Almeida,(85) 98291-1152,Ana Monteiro Dias,(65) 92975-7919
202500190,Luana Rodrigues Almeida,F,24/02/2015,luana.almeida202500190@escola.edu.br,5B_EF1,Rafael Alves Rocha,(61) 95902-3246,Débora Brito Xavier,(48) 93181-3340
202500191,Antônio Silva Moura,M,12/08/2014,antonio.moura202500191@escola.edu.br,5B_EF1,Murilo Carvalho Correia,(47) 93480-7745,Bárbara Cunha Mendes,(65) 94559-2420
202500192,Manuela Melo Pereira,F,14/06/2015,manuela.pereira202500192@escola.edu.br,5B_EF1,Victor Rezende Lima,(41) 95537-2380,Sabrina Castro Pinto,(92) 95668-1439
202500193,Isadora Barbosa Carvalho,F,13/12/2014,isadora.carvalho202500193@escola.edu.br,5B_EF1,Fernando Borges Souza,(48) 94921-9108,Débora Pereira Lopes,(81) 92163-9655
202500194,Ana Andrade Rocha,F,28/07/2014,ana.rocha202500194@escola.edu.br,5B_EF1,Antônio Marques Andrade,(85) 93830-8717,Nathalia Rodrigues Santos,(92) 92106-1225
202500195,Lucas Souza Rezende,M,10/09/2015,lucas.rezende202500195@escola.edu.br,5B_EF1,Roberto Guimarães Gonçalves,(48) 97806-7939,Giovanna Nunes Ferreira,(62) 99791-9808
202500196,Vanessa Ferreira Barbosa,F,07/09/2014,vanessa.barbosa202500196@escola.edu.br,5B_EF1,Rodrigo Teixeira Rocha,(71) 92083-6081,Giovanna Machado Azevedo,(65) 94909-1948
202500197,Vitor Pereira Freitas,M,22/05/2014,vitor.freitas202500197@escola.edu.br,5B_EF1,Nicolás Cavalcante Duarte,(31) 92956-1207,Eduarda Lima Monteiro,(11) 93684-9133
202500198,Renata Santana Rezende,F,12/03/2015,renata.rezende202500198@escola.edu.br,5B_EF1,Gustavo Duarte Brito,(65) 95403-2934,Nathalia Santos Dias,(48) 98034-5456
202500199,Sofia Guimarães Campos,F,15/08/2014,sofia.campos202500199@escola.edu.br,5B_EF1,Danilo Andrade Souza,(81) 93734-7024,Natália Sousa Brito,(21) 92889-4742
202500200,Ana Oliveira Silva,F,16/01/2014,ana.silva202500200@escola.edu.br,5B_EF1,Alexandre Moreira Gomes,(31) 91579-7870,Raquel Rocha Lopes,(71) 96241-5444
202500201,Thaís Andrade Pereira,F,08/03/2014,thais.pereira202500201@escola.edu.br,5B_EF1,Tiago Oliveira Nunes,(21) 98620-5625,Nathalia Barbosa Rocha,(21) 98483-1130
202500202,Fernando Campos Rezende,M,20/12/2015,fernando.rezende202500202@escola.edu.br,5B_EF1,Paulo Freitas Andrade,(92) 99083-4201,Rebeca Teixeira Melo,(48) 95016-3466
202500203,Igor Santos Almeida,M,27/11/2015,igor.almeida202500203@escola.edu.br,5B_EF1,Enzo Silva Dias,(11) 97164-6038,Letícia Carvalho Santana,(41) 97878-9061
202500204,Mariana Guimarães Fernandes,F,08/01/2014,mariana.fernandes202500204@escola.edu.br,5B_EF1,Tiago Marques Monteiro,(61) 98511-2391,Viviane Alves Gonçalves,(31) 97461-2226
202500205,Fernanda Machado Cavalcante,F,10/04/2014,fernanda.cavalcante202500205@escola.edu.br,5B_EF1,Thiago Rocha Farias,(71) 96345-6211,Joana Fernandes Almeida,(21) 94321-3230
202500206,Viviane Alves Gomes,F,15/03/2014,viviane.gomes202500206@escola.edu.br,5B_EF1,Renato Rocha Marques,(21) 99780-6870,Nathalia Carvalho Mendes,(51) 98591-5341
202500207,Larissa Costa Farias,F,23/12/2015,larissa.farias202500207@escola.edu.br,5B_EF1,Francisco Oliveira Carvalho,(65) 96370-3430,Larissa Guimarães Lopes,(61) 97492-9412
202500208,Diego Sousa Xavier,M,13/01/2014,diego.xavier202500208@escola.edu.br,5B_EF1,Leandro Castro Duarte,(85) 95093-2551,Laura Alves Farias,(48) 93290-2989
202500209,Samuel Almeida Lima,M,12/07/2014,samuel.lima202500209@escola.edu.br,5B_EF1,Cauã Correia Borges,(21) 95240-2228,Beatriz Rodrigues Martins,(62) 98265-3110
202500210,Henrique Pereira Oliveira,M,06/01/2015,henrique.oliveira202500210@escola.edu.br,5B_EF1,Antônio Machado Xavier,(47) 97471-9128,Beatriz Moreira Cunha,(71) 93831-6799
202500211,Eduardo Fernandes Fernandes,M,02/03/2014,eduardo.fernandes202500211@escola.edu.br,6A_EF2,Jorge Moura Moura,(41) 95835-9173,Gabriela Castro Cardoso,(11) 92437-5583
202500212,Igor Martins Borges,M,26/11/2013,igor.borges202500212@escola.edu.br,6A_EF2,Guilherme Rezende Santos,(71) 96883-8859,Sandra Rezende Ramos,(61) 99231-6269
202500213,Eduardo Santos Rocha,M,26/01/2013,eduardo.rocha202500213@escola.edu.br,6A_EF2,Samuel Fernandes Souza,(48) 98728-9674,Carolina Brito Araújo,(41) 93615-2640
202500214,Paulo Fernandes Teixeira,M,19/04/2013,paulo.teixeira202500214@escola.edu.br,6A_EF2,Marcelo Nascimento Ribeiro,(31) 94875-6210,Clarice Monteiro Nascimento,(92) 91462-6761
202500215,Thaís Gomes Campos,F,18/08/2013,thais.campos202500215@escola.edu.br,6A_EF2,Diego Ribeiro Ramos,(11) 92478-1920,Raquel Pinto Almeida,(11) 99625-8831
202500216,Jorge Martins Farias,M,23/06/2013,jorge.farias202500216@escola.edu.br,6A_EF2,Eduardo Farias Rocha,(11) 91359-3420,Viviane Guimarães Gomes,(48) 92817-9622
202500217,Juliana Andrade Guimarães,F,04/10/2014,juliana.guimaraes202500217@escola.edu.br,6A_EF2,Henrique Barbosa Rocha,(31) 93580-8157,Helena Ramos Borges,(61) 93854-6846
202500218,José Xavier Ribeiro,M,24/05/2014,jose.ribeiro202500218@escola.edu.br,6A_EF2,Enzo Vieira Lima,(31) 91029-7415,Nathalia Campos Oliveira,(31) 96213-4619
202500219,Letícia Ramos Gomes,F,03/12/2014,leticia.gomes202500219@escola.edu.br,6A_EF2,Paulo Nascimento Rocha,(31) 92453-6500,Joana Silva Sousa,(41) 95088-2110
202500220,Rafael Azevedo Silva,M,15/07/2013,rafael.silva202500220@escola.edu.br,6A_EF2,Murilo Marques Costa,(71) 99078-7204,Carolina Teixeira Moreira,(21) 98855-4695
202500221,Matheus Farias Oliveira,M,11/01/2014,matheus.oliveira202500221@escola.edu.br,6A_EF2,Thiago Alves Rodrigues,(61) 93787-7151,Natália Azevedo Rodrigues,(85) 92525-6536
202500222,Bárbara Cardoso Guimarães,F,21/07/2013,barbara.guimaraes202500222@escola.edu.br,6A_EF2,Daniel Pinto Machado,(31) 91877-2659,Bruna Carvalho Martins,(71) 99849-5346
202500223,Yasmin Lopes Alves,F,19/07/2013,yasmin.alves202500223@escola.edu.br,6A_EF2,Luiz Ramos Gomes,(11) 96911-1062,Isabela Ferreira Vieira,(65) 98869-4271
202500224,Carlos Costa Correia,M,16/02/2014,carlos.correia202500224@escola.edu.br,6A_EF2,Bruno Barbosa Rezende,(71) 98715-9013,Isadora Sousa Ferreira,(62) 99914-7349
202500225,Marcelo Andrade Ribeiro,M,09/01/2014,marcelo.ribeiro202500225@escola.edu.br,6A_EF2,Leandro Freitas Sousa,(41) 95400-2009,Mariana Melo Monteiro,(62) 92584-2404
202500226,Sandra Marques Melo,F,02/09/2013,sandra.melo202500226@escola.edu.br,6A_EF2,Marcelo Xavier Santana,(71) 99773-8779,Thaís Lopes Cardoso,(51) 92293-7468
202500227,Eduarda Oliveira Gonçalves,F,25/02/2013,eduarda.goncalves202500227@escola.edu.br,6A_EF2,Leandro Ribeiro Costa,(41) 94157-3067,Camila Machado Ferreira,(62) 98133-4308
202500228,Helena Gomes Pinto,F,24/06/2014,helena.pinto202500228@escola.edu.br,6A_EF2,Matheus Ferreira Moreira,(85) 97510-6343,Vanessa Santana Freitas,(65) 91202-9561
202500229,Lívia Marques Gomes,F,19/10/2013,livia.gomes202500229@escola.edu.br,6A_EF2,José Melo Alves,(21) 92654-5687,Sandra Nascimento Marques,(51) 97275-8955
202500230,Luana Oliveira Ribeiro,F,05/07/2014,luana.ribeiro202500230@escola.edu.br,6A_EF2,Jorge Pinto Cunha,(47) 97581-1635,Elisa Dias Monteiro,(41) 91807-8785
202500231,Daniela Santos Dias,F,09/05/2014,daniela.dias202500231@escola.edu.br,6A_EF2,Fábio Monteiro Cunha,(21) 94734-3201,Yasmin Duarte Mendes,(48) 96257-5414
202500232,Aline Borges Ferreira,F,07/08/2013,aline.ferreira202500232@escola.edu.br,6B_EF2,Igor Duarte Ramos,(48) 99462-7126,Fernanda Gonçalves Rezende,(31) 92075-6097
202500233,Elisa Lima Brito,F,07/03/2013,elisa.brito202500233@escola.edu.br,6B_EF2,André Souza Lopes,(11) 98478-1828,Daniela Guimarães Martins,(51) 97035-8605
202500234,Helena Pereira Cunha,F,12/04/2013,helena.cunha202500234@escola.edu.br,6B_EF2,Fábio Pinto Mendes,(31) 98775-6730,Carolina Costa Sousa,(47) 92480-5670
202500235,Gabriel Costa Campos,M,21/04/2013,gabriel.campos202500235@escola.edu.br,6B_EF2,Marcos Cunha Carvalho,(51) 97709-9409,Beatriz Brito Brito,(62) 91145-8767
202500236,Valentina Ribeiro Pinto,F,09/04/2013,valentina.pinto202500236@escola.edu.br,6B_EF2,Francisco Farias Barbosa,(47) 95511-7943,Débora Nascimento Freitas,(51) 94575-8646
202500237,Tiago Xavier Moura,M,04/10/2014,tiago.moura202500237@escola.edu.br,6B_EF2,João Gonçalves Cavalcante,(65) 97131-5631,Yasmin Cunha Alves,(81) 92045-6509
202500238,Helena Rocha Fernandes,F,23/11/2014,helena.fernandes202500238@escola.edu.br,6B_EF2,Ruan Barbosa Martins,(31) 99475-4937,Fernanda Farias Farias,(48) 97620-6236
202500239,Rebeca Santos Borges,F,09/05/2014,rebeca.borges202500239@escola.edu.br,6B_EF2,Igor Nunes Moreira,(47) 91578-4111,Bruna Azevedo Guimarães,(41) 99759-8794
202500240,Isadora Nascimento Gonçalves,F,27/03/2014,isadora.goncalves202500240@escola.edu.br,6B_EF2,Kaique Castro Ribeiro,(51) 92599-8713,Manuela Duarte Sousa,(47) 93999-6499
202500241,Raquel Nascimento Almeida,F,26/07/2014,raquel.almeida202500241@escola.edu.br,6B_EF2,Henrique Andrade Sousa,(92) 95817-8598,Lívia Cardoso Souza,(65) 92166-8736
202500242,Patrícia Pereira Cunha,F,10/09/2014,patricia.cunha202500242@escola.edu.br,6B_EF2,Igor Souza Gomes,(31) 94281-6614,Gabriela Campos Freitas,(31) 96183-3954
202500243,Maria Dias Correia,F,21/06/2013,maria.correia202500243@escola.edu.br,6B_EF2,Gabriel Silva Mendes,(51) 94430-3762,Thaís Melo Costa,(81) 92442-3120
202500244,Helena Machado Nunes,F,13/08/2014,helena.nunes202500244@escola.edu.br,6B_EF2,João Oliveira Teixeira,(41) 97112-1230,Amanda Melo Santana,(41) 91293-1067
202500245,Sabrina Almeida Monteiro,F,05/05/2014,sabrina.monteiro202500245@escola.edu.br,6B_EF2,Rafael Moreira Gonçalves,(92) 96015-3736,Juliana Xavier Oliveira,(51) 95764-8469
202500246,Aline Santana Dias,F,05/11/2014,aline.dias202500246@escola.edu.br,6B_EF2,Henrique Ramos Nascimento,(48) 94087-3701,Elisa Santos Almeida,(41) 93149-4460
202500247,Viviane Gonçalves Costa,F,23/06/2013,viviane.costa202500247@escola.edu.br,6B_EF2,Ruan Rezende Oliveira,(71) 95190-9761,Bárbara Souza Pinto,(11) 92771-1323
202500248,Bruno Marques Mendes,M,18/02/2014,bruno.mendes202500248@escola.edu.br,6B_EF2,Thiago Cardoso Monteiro,(31) 94366-1152,Yasmin Marques Cavalcante,(21) 99524-5423
202500249,Giovanna Lima Marques,F,24/09/2013,giovanna.marques202500249@escola.edu.br,6B_EF2,Jorge Pereira Vieira,(21) 92741-9154,Priscila Pinto Martins,(48) 95308-9571
202500250,Carolina Guimarães Marques,F,02/03/2014,carolina.marques202500250@escola.edu.br,6B_EF2,Luiz Ramos Carvalho,(47) 98875-6416,Sabrina Silva Silva,(62) 92458-2809
202500251,Isadora Ramos Gomes,F,03/09/2013,isadora.gomes202500251@escola.edu.br,6B_EF2,Murilo Azevedo Alves,(51) 94787-8483,Vitória Sousa Freitas,(11) 92635-3862
202500252,Vitória Andrade Farias,F,24/07/2014,vitoria.farias202500252@escola.edu.br,6B_EF2,Bruno Alves Melo,(11) 91158-3267,Isadora Borges Costa,(61) 96857-8171
202500253,Vanessa Azevedo Ferreira,F,06/06/2013,vanessa.ferreira202500253@escola.edu.br,7A_EF2,Bruno Nunes Nunes,(81) 95453-7319,Giovanna Cardoso Farias,(71) 93732-2852
202500254,Murilo Souza Costa,M,19/07/2012,murilo.costa202500254@escola.edu.br,7A_EF2,Sérgio Farias Campos,(62) 98178-3969,Bárbara Moreira Brito,(61) 91472-3140
202500255,Fábio Pereira Marques,M,03/01/2013,fabio.marques202500255@escola.edu.br,7A_EF2,Thiago Borges Rocha,(11) 99598-4669,Isadora Dias Santana,(85) 92560-8091
202500256,Sabrina Cardoso Nascimento,F,27/03/2013,sabrina.nascimento202500256@escola.edu.br,7A_EF2,Luiz Moura Souza,(11) 93571-9283,Luana Ramos Costa,(21) 99055-6253
202500257,Leonardo Souza Gonçalves,M,21/09/2012,leonardo.goncalves202500257@escola.edu.br,7A_EF2,Marcelo Nunes Xavier,(41) 92291-8521,Joana Farias Campos,(81) 92442-9166
202500258,Bruno Ramos Duarte,M,13/02/2012,bruno.duarte202500258@escola.edu.br,7A_EF2,Igor Oliveira Castro,(85) 91002-2489,Aline Moura Correia,(51) 99328-4389
202500259,Laura Dias Andrade,F,28/04/2012,laura.andrade202500259@escola.edu.br,7A_EF2,Renato Dias Castro,(48) 98751-6952,Eduarda Mendes Pereira,(21) 94633-1035
202500260,Roberto Farias Vieira,M,04/12/2013,roberto.vieira202500260@escola.edu.br,7A_EF2,Lucas Costa Ramos,(31) 97704-2752,Sofia Moura Martins,(41) 92978-7437
202500261,André Guimarães Dias,M,02/07/2012,andre.dias202500261@escola.edu.br,7A_EF2,Roberto Cunha Araújo,(21) 98381-8493,Isadora Araújo Gonçalves,(31) 99172-1071
202500262,Fernanda Castro Machado,F,25/09/2013,fernanda.machado202500262@escola.edu.br,7A_EF2,Eduardo Monteiro Araújo,(31) 93103-2696,Débora Cavalcante Pinto,(92) 96273-9259
202500263,Gabriela Pinto Monteiro,F,13/05/2012,gabriela.monteiro202500263@escola.edu.br,7A_EF2,Henrique Vieira Mendes,(48) 93185-3263,Gabriela Pinto Monteiro,(47) 99393-5897
202500264,Tatiana Rocha Guimarães,F,07/04/2012,tatiana.guimaraes202500264@escola.edu.br,7A_EF2,Jorge Guimarães Vieira,(62) 96657-3173,Eduarda Borges Ribeiro,(85) 99888-6281
202500265,Laís Nascimento Castro,F,19/10/2013,lais.castro202500265@escola.edu.br,7A_EF2,Kaique Guimarães Marques,(62) 99747-5684,Isabela Farias Silva,(85) 92744-1414
202500266,Gabriel Cavalcante Souza,M,25/05/2012,gabriel.souza202500266@escola.edu.br,7A_EF2,Daniel Vieira Cunha,(51) 93399-2016,Giovanna Rezende Vieira,(41) 99866-1529
202500267,Leandro Alves Moura,M,21/12/2012,leandro.moura202500267@escola.edu.br,7A_EF2,Luiz Moreira Lopes,(85) 95712-1769,Débora Moreira Marques,(48) 96122-1881
202500268,Thiago Martins Moura,M,21/04/2013,thiago.moura202500268@escola.edu.br,7A_EF2,Davi Guimarães Borges,(61) 99955-4218,Nathalia Azevedo Martins,(51) 98353-3906
202500269,Juliana Ribeiro Ribeiro,F,02/07/2012,juliana.ribeiro202500269@escola.edu.br,7A_EF2,Vitor Fernandes Castro,(51) 93131-3636,Viviane Sousa Silva,(61) 98640-3536
202500270,Victor Pinto Souza,M,26/08/2013,victor.souza202500270@escola.edu.br,7A_EF2,Antônio Castro Nascimento,(21) 96207-9608,Raquel Ribeiro Santana,(21) 99276-3611
202500271,Guilherme Nunes Ferreira,M,07/04/2013,guilherme.ferreira202500271@escola.edu.br,7A_EF2,Kaique Dias Dias,(61) 95809-4579,Laís Moura Santana,(81) 91144-2879
202500272,Joana Lopes Borges,F,22/01/2012,joana.borges202500272@escola.edu.br,7A_EF2,Victor Moreira Rezende,(21) 97322-5203,Sandra Azevedo Vieira,(11) 99468-7143
202500273,Patrícia Mendes Ramos,F,21/05/2012,patricia.ramos202500273@escola.edu.br,7A_EF2,André Rocha Gonçalves,(21) 92572-3742,Nathalia Teixeira Teixeira,(11) 92072-4453
202500274,Nathalia Carvalho Cunha,F,07/02/2013,nathalia.cunha202500274@escola.edu.br,7B_EF2,Guilherme Monteiro Duarte,(48) 98130-2181,Clarice Cunha Gomes,(11) 98523-6434
202500275,Matheus Souza Ribeiro,M,03/09/2013,matheus.ribeiro202500275@escola.edu.br,7B_EF2,Antônio Xavier Almeida,(51) 97678-7357,Joana Correia Nunes,(71) 96183-1276
202500276,Bruno Teixeira Silva,M,19/12/2012,bruno.silva202500276@escola.edu.br,7B_EF2,Lucas Monteiro Rodrigues,(61) 99238-2738,Vitória Rezende Cunha,(51) 92417-5612
202500277,Joana Moreira Nunes,F,06/08/2012,joana.nunes202500277@escola.edu.br,7B_EF2,Guilherme Almeida Lima,(47) 97406-9941,Vitória Correia Gomes,(51) 97113-1182
202500278,Tatiana Gomes Pereira,F,19/01/2012,tatiana.pereira202500278@escola.edu.br,7B_EF2,Francisco Nunes Teixeira,(85) 92394-5992,Rafaela Duarte Duarte,(47) 96633-4469
202500279,Ruan Gonçalves Gomes,M,08/03/2012,ruan.gomes202500279@escola.edu.br,7B_EF2,Jorge Sousa Martins,(21) 93971-1891,Laís Castro Freitas,(62) 92198-5762
202500280,Sofia Alves Martins,F,12/06/2013,sofia.martins202500280@escola.edu.br,7B_EF2,Gustavo Cavalcante Borges,(41) 92639-5671,Bárbara Rodrigues Martins,(61) 98960-8383
202500281,Kaique Barbosa Monteiro,M,19/10/2012,kaique.monteiro202500281@escola.edu.br,7B_EF2,Alexandre Farias Rocha,(71) 93762-1079,Amanda Lopes Rezende,(41) 98145-5533
202500282,Manuela Cunha Azevedo,F,15/08/2013,manuela.azevedo202500282@escola.edu.br,7B_EF2,Leandro Nascimento Brito,(51) 98978-2783,Paula Borges Pinto,(21) 95597-3293
202500283,Priscila Sousa Azevedo,F,03/12/2012,priscila.azevedo202500283@escola.edu.br,7B_EF2,Pedro Gonçalves Correia,(11) 97637-4485,Camila Castro Sousa,(85) 99842-8734
